data_extracao,codigo,nome,telefone,logradouro,numero,latitude,longitude
10/03/2020 01:58,385,PRAIA DE BELAS X CECILIA MEIRELES 1,,AV PRAIA DE BELAS,1181,"-30,0489","-51,2279"
10/03/2020 01:58,421,IPIRANGA X AZENHA,,AV IPIRANGA,1801,"-30,0472","-51,2118"
10/03/2020 01:58,7,HOSPITAL CRISTO REDENTOR,3345-1858,R DOMINGOS RUBBO,51,"-30,0102","-51,1591"
10/03/2020 01:58,313,BERLIM X PARÁ,,AV BERLIM,409,"-30,0133","-51,1999"
10/03/2020 01:58,198,ERICO VERISSIMO X VISCONDE DO HERVAL,,AV ERICO VERISSIMO,960,"-30,0537","-51,2183"
10/03/2020 01:58,276,SHOPPING TOTAL (ÁREA INTERNA),3018-8818,AV CRISTOVAO COLOMBO,545,"-30,0256","-51,2126"
10/03/2020 01:58,439,ARY TARRAGÔ(RESIDENCIAL ALTO PETRÓPOLIS),,R TEN ARY TARRAGO,340,"-30,0392","-51,1356"
10/03/2020 01:58,472,Lima e Silva x República,,R GEN LIMA E SILVA,461,"-30,0283","-51,2285"
10/03/2020 01:58,140,SÃO PEDRO X BAHIA,3343-5217,AV SAO PEDRO,893,"-30,0112","-51,2004"
10/03/2020 01:58,315,"BORDINI, CEL X 24 DE OUTUBRO",,R CEL BORDINI,643,"-30,0234","-51,1969"
10/03/2020 01:58,322,CIPO X FRANCISCO BITENCOURT/ARY R LIMA,,R CIPO,270,"-30,0203","-51,1615"
10/03/2020 01:58,22,ISMAEL CHAVES BARCELOS C/ BORGES DE MEDEIROS,3224-9803,R ISMAEL CHAVES BARCELOS,0,"-30,0441","-51,2289"
10/03/2020 01:58,106,MADRE ANA X OSCAR PEREIRA,3339-2777,R MADRE ANA,314,"-30,0786","-51,1987"
10/03/2020 01:58,383,PLINIO BRASIL MILANO X EDUARDO CHARTER,,AV PLINIO BRASIL MILANO,1120,"-30,0204","-51,18"
10/03/2020 01:58,406,VERISSIMO ROSA X BENTO GONÇALVES,,R VERISSIMO ROSA,44,"-30,0573","-51,1955"
10/03/2020 01:58,486,Nilo Peçanha,,AV DR NILO PECANHA,1640,"-30,0278","-51,1749"
10/03/2020 01:58,18,PORTUGUESA X BENTO GONÇALVES,3336-8635,RUA PORTUGUESA,10,"-30,0593","-51,1928"
10/03/2020 01:58,127,1º DE SETEMBRO X BENTO GONÇALVES,3336-5993,R PRIMEIRO DE SETEMBRO,10,"-30,0623","-51,1645"
10/03/2020 01:58,245,VIG JOSE INACIO X JULIO DE CASTILHOS,,R VIGARIO JOSE IGNACIO,114,"-30,0264","-51,2257"
10/03/2020 01:58,147,IGREJA SANTO ANTONIO,,R TOMAZ EDISON,61,"-30,0591","-51,2014"
10/03/2020 01:58,303,ARI MARINHO X JOSÉ INACIO DA SILVA MAL,,R ARI MARINHO,297,"-30,0133","-51,1796"
10/03/2020 01:58,36,PRAÇA DOM SEBASTIÃO,32240810,AV INDEPENDENCIA,275,"-30,0295","-51,2188"
10/03/2020 01:58,54,MONTE CRISTO X RODRIGUES DA FONSECA,3248-1286,AV MONTE CRISTO,33,"-30,1178","-51,208"
10/03/2020 01:58,277,RAMIRO BARCELOS,3328-5535,R RAMIRO BARCELOS,1859,"-30,0355","-51,2084"
10/03/2020 01:58,445,AZEVEDO X CONDE DE PORTO ALEGRE,,TRAVESSA AZEVEDO,56,"-30,0154","-51,2051"
10/03/2020 01:58,425,GEN LIMA E SILVA X VENÂNCIO AIRES,,R GEN LIMA E SILVA,1100,"-30,0418","-51,2178"
10/03/2020 01:58,392,SANTO INACIO X HILARIO RIBEIRO,,R SANTO INACIO,96,"-30,0244","-51,2065"
10/03/2020 01:58,465,AV. INDEPENDÊNCIA,,AV INDEPENDENCIA,581,"-30,0294","-51,2156"
10/03/2020 01:58,71,MOINHOS SHOPPING,3222-0874,R FELIX DA CUNHA,1099,"-30,023","-51,202"
10/03/2020 01:58,437,JOAQUIM DE CARVALHO X JOÃO SALOMONI,,RUA JOAQUIM DE CARVALHO,30,"-30,1138","-51,2194"
10/03/2020 01:58,77,ZAFFARI CAVALHADA,3241-2626,AV DA CAVALHADA,3621,"-30,1076","-51,2276"
10/03/2020 01:58,103,PROTÁSIO ALVES X OTÁVIO SANTOS,33861040,R DR OTAVIO SANTOS,110,"-30,0418","-51,1453"
10/03/2020 01:58,214,BORGES DE MEDEIROS X FERNANDO MACHADO,,AV BORGES DE MEDEIROS,929,"-30,0348","-51,2281"
10/03/2020 01:58,390,REPUBLICA X PRAIA DE BELAS,,RUA DA REPUBLICA,901,"-30,0416","-51,228"
10/03/2020 01:58,407,VICENTE DE PAULA D. X BORGES DE MEDEIROS,,R DR VICENTE DE PAULA DUTRA,111,"-30,0442","-51,2296"
10/03/2020 01:58,483,Cel. Vicente X Júlio de Castilhos,,R CEL VICENTE,0,"-30,0247","-51,2216"
10/03/2020 01:58,88,RECEITA FEDERAL,3227-3799,RUA IBANOR TARTAROTTI,0,"-30,0374","-51,2372"
10/03/2020 01:58,459,AV. GRECIA X AV. FRANCISCO TREIN,,AV. GRÉCIA S/Nº,0,"-30,0146","-51,1692"
10/03/2020 01:58,34,ARMANDO BARBEDO X WENCESLAU ESCOBAR,3311-0104,R DR ARMANDO BARBEDO,400,"-30,112","-51,2552"
10/03/2020 01:58,203,VASCO ALVES X DEMETRIO RIBEIRO,,R GEN VASCO ALVES,490,"-30,0357","-51,2376"
10/03/2020 01:58,218,JOAQUIM NABUCO X JOSE DO PATROCINIO,,R JOAQUIM NABUCO,332,"-30,0423","-51,2216"
10/03/2020 01:58,367,LUIZ VOELCKER X CARLOS HUBBER,,R LUIZ VOELCKER,281,"-30,037","-51,1715"
10/03/2020 01:58,49,EUGENIO RODRIGUES C/ JOAO ANTONIO DA SILVEIRA,3250-2189,R EUGENIO RODRIGUES,1558,"-30,1531","-51,1483"
10/03/2020 01:58,74,24 DE OUTUBRO X HILÁRIO RIBEIRO,3222-1990,R VINTE QUATRO DE OUTUBRO,474,"-30,0265","-51,2032"
10/03/2020 01:58,3,CARREFOUR PASSO D'AREIA,3341-0629,AV PLINIO BRASIL MILANO,2343,"-30,0125","-51,1714"
10/03/2020 01:58,33,RAMIRO BARCELOS X FREDERICO LINK,3311-4185,R CEL FREDERICO LINCK,25,"-30,0297","-51,2082"
10/03/2020 01:58,89,MARIANTE X MOSTARDEIRO,3222-3560,R MARIANTE,180,"-30,0294","-51,2042"
10/03/2020 01:58,215,HOTEL EVEREST,3225-6269,R DUQUE DE CAXIAS,1319,"-30,0337","-51,2282"
10/03/2020 01:58,28,JUSTIÇA FEDERAL,3286-0316,R OTAVIO FRANCISCO CARUSO DA ROCHA,600,"-30,0401","-51,2348"
10/03/2020 01:58,346,GAUCHOS X ASSIS BRASIL,,AV DOS GAUCHOS,2049,"-29,9932","-51,1291"
10/03/2020 01:58,301,AMELIA TELES X NILÓPOLIS,,R AMELIA TELES,392,"-30,0388","-51,191"
10/03/2020 01:58,468,DIRETRIZ 7121 X R JOAO ANTONIO SILVEIRA,,DIRETRIZ,7121,1,1
10/03/2020 01:58,344,FLORENCIO YGARTURA X MOSTARDEIRO,,R DR FLORENCIO YGARTUA,391,"-30,03","-51,203"
10/03/2020 01:58,416,TRAVESSA DO CARMO,,TRAV DO CARMO,84,"-30,0385","-51,226"
10/03/2020 01:58,446,BENNO MENTZ X VINTE E SEIS DE ABRIL,,R. BENNO MENTZ,1560,"-30,0248","-51,1466"
10/03/2020 01:58,10,GENERAL CALDWELL X GETÚLIO VARGAS,3233-2503,R GEN CALDWELL,620,"-30,0509","-51,2219"
10/03/2020 01:58,227,CALDAS JUNIOR X ANDRADAS,,R CALDAS JUNIOR,261,"-30,0307","-51,2319"
10/03/2020 01:58,373,MIGUEL TOSTES X CABRAL,,R MIGUEL TOSTES,621,"-30,0337","-51,2058"
10/03/2020 01:58,376,MUCIO TEIXEIRA X MARCILIO DIAS,,R MUCIO TEIXEIRA,699,"-30,0513","-51,2245"
10/03/2020 01:58,46,HOSPITAL ERNESTO DORNELLES,3223-9245,AV IPIRANGA,1801,"-30,0472","-51,2118"
10/03/2020 01:58,64,ZAFFARI F. VIEIRA,3311-3208,R FERNANDES VIEIRA,345,"-30,0324","-51,211"
10/03/2020 01:58,226,JOAO PESSOA X REPUBLICA,,AV JOAO PESSOA,599,"-30,0371","-51,2196"
10/03/2020 01:58,263,HOTEL RADISSON,33882727,AV. CEL. LUCAS DE OLIVEIRA,995,"-30,0313","-51,1946"
10/03/2020 01:58,449,SERTÓRIO X DONA ALZIRA,,AV. SERTORIO,6767,"-29,9979","-51,14"
10/03/2020 01:58,350,IPIRANGA (HOSPITAL PUC),,AV IPIRANGA,6000,"-30,0587","-51,181"
10/03/2020 01:58,32,JOSÉ DO PATROCÍNIO X REPÚBLICA,3224-8972,R JOSE DO PATROCINIO,413,"-30,039","-51,2241"
10/03/2020 01:58,14,ADELINO F. JARDIM X MARTIM F. BERTA,3366-8346,AV ADELINO FERREIRA JARDIM,15,"-30,0212","-51,1072"
10/03/2020 01:58,107,ANTONIO GIUDICE X PROTASIO ALVES,3386-4644,AV ANTONIO GIUDICE,115,"-30,0381","-51,1242"
10/03/2020 01:58,173,DIVISA X ICARAÍ,,AV DIVISA,480,"-30,0847","-51,24"
10/03/2020 01:58,293,BORGES DE MEDEIROS X SALGADO FILHO,,AV BORGES DE MEDEIROS,450,"-30,0305","-51,2277"
10/03/2020 01:58,404,TULIO DE ROSE X TADEU ONAR,,AV TULIO DE ROSE,10,"-30,0228","-51,1632"
10/03/2020 01:58,15,BIG SHOP (SERTÓRIO),3340-4840,AV SERTORIO,6600,"-29,9978","-51,1426"
10/03/2020 01:58,130,LINDÓIA SHOPPING,3347-3610,AV PANAMERICANA,47,"-30,01","-51,1511"
10/03/2020 01:58,318,CAJU X PROTÁSIO ALVES,,R CAJU,23,"-30,0436","-51,1822"
10/03/2020 01:58,379,NUNES X OSCAR PEREIRA,,R NUNES,596,"-30,0699","-51,2048"
10/03/2020 01:58,39,PRAÇA PRINCESA ISABEL,3223-1555,PCA PRINCESA ISABEL,0,"-30,0508","-51,2128"
10/03/2020 01:58,78,SOUZA GOMES X WENCESLAU ESCOBAR,3311-9246,TRAV GERMANO GARCIA,10,"-30,1099","-51,2535"
10/03/2020 01:58,254,HOTEL EMBAIXADOR,32801213,R JERONIMO COELHO,325,"-30,0326","-51,2261"
10/03/2020 01:58,387,PRAIA DE BELAS X BASTIAN,,AV PRAIA DE BELAS,1400,"-30,0506","-51,2281"
10/03/2020 01:58,422,PRINCESA ISABEL X GOMES JARDIM,,AV PRINCESA ISABEL,771,"-30,0472","-51,206"
10/03/2020 01:58,37,LAGEADO / NACIONAL,3332-8343,AV LAGEADO,507,"-30,0395","-51,1845"
10/03/2020 01:58,43,JOSÉ DE ALENCAR X GONÇALVES DIAS,3233-1098,R JOSE DE ALENCAR,940,"-30,0605","-51,222"
10/03/2020 01:58,99,TRÊS DE ABRIL (INSS-IAPI),3341-4593,R TRES DE ABRIL,0,"-30,0138","-51,1784"
10/03/2020 01:58,476,Liberdade x Paraguai,,R LIBERDADE,227,"-30,0283","-51,2285"
10/03/2020 01:58,16,HOSPITAL DE CLÍNICAS,3332-5789,R RAMIRO BARCELOS,2350,"-30,0399","-51,2081"
10/03/2020 01:58,98,SPORT CLUB SÃO JOSÉ X ASSIS BRASIL,3341-6211,R SPORT CLUB SAO JOSE,75,"-30,0104","-51,1712"
10/03/2020 01:58,323,CLEMENCIANO BARNASQUE X TERESÓPOLIS,,AV CLEMENCIANO BARNASQUE,30,"-30,0818","-51,2116"
10/03/2020 01:58,210,AUGUSTO DE CARVALHO X WASHINGTON LUIS,,AV AUGUSTO DE CARVALHO,10,"-30,0368","-51,2326"
10/03/2020 01:58,473,Lima e Silva x Venâncio Aires,,R GEN LIMA E SILVA,1066,"-30,0283","-51,2285"
10/03/2020 01:58,391,SANTA TEREZINHA X JERONIMO DE ORNELAS,,R SANTA TEREZINHA,450,"-30,0413","-51,21"
10/03/2020 01:58,139,MUCIO TEIXEIRA X BOTAFOGO,3233-8416,R MUCIO TEIXEIRA,515,"-30,0495","-51,2242"
10/03/2020 01:58,42,QUINTINO BOCAIÚVA,3342-7366,R QUINTINO BOCAIUVA,136,"-30,0192","-51,198"
10/03/2020 01:58,169,ITAPITOCAI X ICARAÍ,,R ITAPITOCAI,19,"-30,0902","-51,2416"
10/03/2020 01:58,275,DUQUE DE CAXIAS,32242088,R DUQUE DE CAXIAS,717,"-30,0338","-51,2343"
10/03/2020 01:58,279,REPÚBLICA,3225-5211,R DA REPUBLICA,274,"-30,0204","-51,1453"
10/03/2020 01:58,340,FERNANDO GOMES X PADRE CHAGAS,,R FERNANDO GOMES,100,"-30,0266","-51,2051"
10/03/2020 01:58,386,PRAIA DE BELAS X CECILIA MEIRELES 2,,AV PRAIA DE BELAS,1181,"-30,0489","-51,2279"
10/03/2020 01:58,193,GETULIO VARGAS,30297310,AV GETULIO VARGAS,1118,"-30,0545","-51,2224"
10/03/2020 01:58,339,FELIX DA CUNHA X MARQUES DO POMBAL,,R FELIX DA CUNHA,901,"-30,021","-51,2021"
10/03/2020 01:58,343,FLAVIO PAUL X CRISTIANO FISCHER,,R FLAVIO PAUL,10,"-30,0527","-51,1704"
10/03/2020 01:58,481,PADRE CACIQUE(GIGANTINHO),,AV PADRE CACIQUE,651,"-30,0283","-51,2285"
10/03/2020 01:58,461,CRISTÓVÃO C. X FELICISSIMO AZEVEDO,,R. FELICÍSSIMO DE AZEVEDO,900,"-30,0166","-51,1887"
10/03/2020 01:58,484,Extinto: Polônia x Pernambuco,,AV POLONIA,822,"-30,0094","-51,2008"
10/03/2020 01:58,87,VASCO DA GAMA X JOÃO TELES,3312-4967,R VASCO DA GAMA,15,"-30,0317","-51,2121"
10/03/2020 01:58,368,LUZITANA X ASSIS BRASIL,,R LUZITANA,22,"-30,0084","-51,1842"
10/03/2020 01:58,331,"CECILIA, DONA X AZENHA",,R DONA CECILIA,18,"-30,0577","-51,2155"
10/03/2020 01:58,211,FERNANDO MACHADO X BORGES DE MEDEIROS,,R CEL FERNANDO MACHADO,860,"-30,0349","-51,229"
10/03/2020 01:58,231,GEN CAMARA X SETE DE SETEMBRO,,R GEN CAMARA,156,"-30,0291","-51,2299"
10/03/2020 01:58,426,MANOEL ELIAS,,AV MANOEL ELIAS,2006,"-30,0335","-51,1214"
10/03/2020 01:58,462,R. ARACY FROES X R. DR OTAVIO DOS SANTOS,,R ARACY FROES,257,"-30,0398","-51,1451"
10/03/2020 01:58,464,AV. SEVERO DULLIUS (PEPSI ON STAGE),,AV SEVERO DULLIUS,1995,"-29,9882","-51,1781"
10/03/2020 01:58,188,MANOEL LOBATO X ABELARDO MARQUES,,R PROF MANOEL LOBATO,151,"-30,0699","-51,2163"
10/03/2020 01:58,440,CECÍLIO MONZA X HEITOR VIEIRA,,RUA DOUTOR CECÍLIO MONZA,137,"-30,1541","-51,1343"
10/03/2020 01:58,255,HOTEL SAVOY,3212-9339,AV BORGES DE MEDEIROS,688,"-30,0326","-51,2278"
10/03/2020 01:58,136,SATURNINO DE BRITO X DOM LUIS GUANELLA,3334-9309,AV SATURNINO DE BRITO,1627,"-30,0274","-51,1507"
10/03/2020 01:58,359,JOSÉ DE ALENCAR X ANTENOR LEMOS,,R JOSE DE ALENCAR,259,"-30,0597","-51,229"
10/03/2020 01:58,431,SÃO GUILHERME X BENTO GONÇALVES,,R SAO GUILHERME,6,"-30,0626","-51,1614"
10/03/2020 01:58,11,BOURBON IPIRANGA,3315-4433,R DEZOITO DE SETEMBRO,199,"-30,0563","-51,1867"
10/03/2020 01:58,19,CARREFOUR,3336-0034,R ALBION,111,"-30,0608","-51,1658"
10/03/2020 01:58,5,AEROPORTO SALGADO FILHO,3342-5000,AV SEVERO DULLIUS,90010,"-29,9891","-51,1683"
10/03/2020 01:58,272,PORTO ALEGRE RESIDENCE HOTEL,,TRAV TUYUTY,10,"-30,0334","-51,224"
10/03/2020 01:58,288,LUIZ MANOEL GONZAGA X CARLOS GOMES,,AV LUIZ MANOEL GONZAGA,450,"-30,0341","-51,1769"
10/03/2020 01:58,463,AV. ÉRICO VERÍSSIMO X AV. IPIRANGA,,AV ERICO VERISSIMO,400,"-30,0489","-51,2181"
10/03/2020 01:58,142,CUBANOS X ALBION,3336-5323,AV DOS CUBANOS,303,"-30,0589","-51,1662"
10/03/2020 01:58,109,INSTITUTO DE CARDIOLOGIA,3223-5434,AV PRINCESA ISABEL,395,"-30,0489","-51,209"
10/03/2020 01:58,320,CÂNCIO GOMES X SANTOS DUMONT,,R CANCIO GOMES,372,"-30,017","-51,2089"
10/03/2020 01:58,29,FÉLIX DA CUNHA X CRISTÓVÃO COLOMBO,3222-2290,R FELIX DA CUNHA,561,"-30,0181","-51,2024"
10/03/2020 01:58,111,SÃO PEDRO X PRESIDENTE ROOSEVELT,3343-5512,AV SAO PEDRO,531,"-30,0099","-51,2038"
10/03/2020 01:58,93,EURICO LARA X JOSÉ DE ALENCAR,3233-0213,R EURICO LARA,51,"-30,0603","-51,2169"
10/03/2020 01:58,84,SÃO FRANCISCO X VICENTE DA FONTOURA,3223-4312,R VICENTE DA FONTOURA,1500,"-30,0476","-51,1999"
10/03/2020 01:58,474,"Casemiro de Abreu x Bordini, Cel",,R CASEMIRO DE ABREU,1233,"-30,0283","-51,2285"
10/03/2020 01:58,470,Félix da Cunha (Anexo),,R FELIX DA CUNHA,681,"-30,0283","-51,2285"
10/03/2020 01:58,408,24 DE OUTUBRO X OLAVO BARRETO VIANA,,R VINTE QUATRO DE OUTUBRO,722,"-30,0247","-51,201"
10/03/2020 01:58,423,JOÃO GUIMARÃES X PROTÁSIO ALVES,,R JOAO GUIMARAES,87,"-30,0397","-51,2015"
10/03/2020 01:58,9,CRISTÓVÃO COLOMBO/FELICÍSSIMO DE AZEVEDO,3342-1733,AV CRISTOVAO COLOMBO,3187,"-30,0176","-51,1884"
10/03/2020 01:58,95,LAURO MÜLLER X A. J. RENNER,3374-2070,R LAURO MULLER,560,"-29,997","-51,1962"
10/03/2020 01:58,364,LIBERO BADARO X ANITA GARIBALDI,,R LIBERO BADARO,420,"-30,0215","-51,1713"
10/03/2020 01:58,441,PRESÍDIO CENTRAL,,RUA DO PRESÍDIO,476,1,1
10/03/2020 01:58,286,DOMINGOS CRESCÊNCIO X SANTANA,,R DOMINGOS CRESCENCIO,358,"-30,0491","-51,2067"
10/03/2020 01:58,371,MARIANTE X CASEMIRO DE ABREU,,R MARIANTE,399,"-30,0313","-51,2043"
10/03/2020 01:58,50,NACIONAL LEOPOLDINA,3366-1183,R DR ROMAGUERA DA CUNHA CORREA,11,"-30,0154","-51,1119"
10/03/2020 01:58,300,SÃO MIGUEL X APARICIO BORGES,,RUA SÃO MIGUEL,220,"-30,0727","-51,1925"
10/03/2020 01:58,349,GOETHE X MOSTARDEIRO,,AV GOETHE,0,"-30,0296","-51,2011"
10/03/2020 01:58,124,SÃO LUIZ X IPIRANGA,3223-3944,R SAO LUIZ,96,"-30,0445","-51,2066"
10/03/2020 01:58,317,CABRAL X JOAQUIM PEDRO SALGADO,,R CABRAL,1009,"-30,0349","-51,1979"
10/03/2020 01:58,260,MILLENIUM FLAT,3223-3340,R DR ALTER CINTRA DE OLIVEIRA,0,"-30,0549","-51,2289"
10/03/2020 01:58,418,FABRICIO PILAR X ARTHUR ROCHA,,R TEN CEL FABRICIO PILAR,800,"-30,0254","-51,1893"
10/03/2020 01:58,75,SANTO ANTONIO,,R SANTO ANTONIO,782,"-30,0321","-51,2143"
10/03/2020 01:58,233,URUGUAI X SIQUEIRA CAMPOS,,RUA URUGUAI,155,"-30,0282","-51,229"
10/03/2020 01:58,53,PORTO SECO,3340-9519,AV DANTE ANGELO PILLA,98,"-30,0142","-51,1191"
10/03/2020 01:58,82,JERÔNIMO DE ORNELAS X JOÃO PESSOA,3223-4852,AV JERONIMO DE ORNELAS,14,"-30,0433","-51,2145"
10/03/2020 01:58,26,ZAFFARI HIGIENÓPOLIS,3328-7880,AV PLINIO BRASIL MILANO,1000,"-30,0208","-51,1813"
10/03/2020 01:58,104,PAULINO TEIXEIRA X PROTÁSIO ALVES,3331-9633,R CEL PAULINO TEIXEIRA,423,"-30,0381","-51,2032"
10/03/2020 01:58,332,CEFER II X ANTONIO DE CARVALHO,,RUA UM - CEFER II,10,"-30,0535","-51,1471"
10/03/2020 01:58,381,PALMIRA GOBBI X BONIFACIO NUNES,,AV PALMIRA GOBBI,990,"-29,9787","-51,189"
10/03/2020 01:58,4,TRIÂNGULO,3340-0110,R GOMES DE FREITAS,72,"-30,0108","-51,143"
10/03/2020 01:58,240,DR FLORES X SEN SALGADO FILHO,,R DR FLORES,449,"-30,0076","-51,1528"
10/03/2020 01:58,264,HOTEL INTERCITY,3337-2140,R PROF SARMENTO BARATA,297,"-29,9983","-51,194"
10/03/2020 01:58,163,CAVALHADA X EDUARDO PRADO,,AV. DA CAVALHADA,5088,"-30,1207","-51,2245"
10/03/2020 01:58,217,ANDRE BELO X GETULIO VARGAS,,R CEL ANDRE BELO,705,"-30,0465","-51,222"
10/03/2020 01:58,274,HOTEL LANCASTER,3212-7267,R GEN ANDRADE NEVES,159,"-30,0308","-51,2282"
10/03/2020 01:58,273,VICENTE DA FONTOURA,3232-7848,R VICENTE DA FONTOURA,1164,"-30,0492","-51,2028"
10/03/2020 01:58,338,CARLOS VON KOSERITZ X CRISTOVÃO COLOMBO,,R FELICISSIMO DE AZEVEDO,1020,"-30,0178","-51,1886"
10/03/2020 01:58,194,VISCONDE DO HERVAL X GETULIO VARGAS,,R VISCONDE DO HERVAL,690,"-30,0532","-51,2221"
10/03/2020 01:58,212,PRAÇA MARECHAL DEODORO X DUQUE DE CAXIAS,,PRAÇA MARECHAL DEODORO,101,"-30,0323","-51,2301"
10/03/2020 01:58,242,DR FLORES X ANDRADAS,,R DR FLORES,263,"-30,0068","-51,1525"
10/03/2020 01:58,312,BENTO GONÇALVES X APARICIO BORGES,,AV BENTO GONCALVES,2905,"-30,0631","-51,1864"
10/03/2020 01:58,38,ALFA X PROTÁSIO ALVES,3334-4212,R ALFA,55,"-30,0383","-51,173"
10/03/2020 01:58,58,REPUBLICA X JOÃO PESSOA,3227-4355,R DA REPUBLICA,24,"-30,0365","-51,2203"
10/03/2020 01:58,138,SILVADO X BENTO GONÇALVES,3315-3504,R TEN ALPOIM,39,"-30,0653","-51,1819"
10/03/2020 01:58,297,ANGELO CORSO X CEL MASSOT,,R. ANGELO CORSO,5,"-30,0976","-51,2338"
10/03/2020 01:58,250,CARLOS CHAGAS X JULIO DE CASTILHOS,,R CARLOS CHAGAS,55,"-30,0249","-51,2229"
10/03/2020 01:58,479,Rua Jorge Babot Miranda x Av. Juca Batista,,R JORGE BABOT MIRANDA,80,"-30,0283","-51,2285"
10/03/2020 01:58,361,JOSÉ FERREIRA DA SILVA X BENTO GONÇALVES,,R DR JOSE FERREIRA DA SILVA,100,"-30,0624","-51,1876"
10/03/2020 01:58,259,HOTEL HOLIDAY,3388-4728,AV CARLOS GOMES,565,"-30,0269","-51,1821"
10/03/2020 01:58,336,FARRAPOS X HOFFMANN,,AV FARRAPOS,1295,"-30,0193","-51,21"
10/03/2020 01:58,307,ASSIS BRASIL X SERTÓRIO,,AV ASSIS BRASIL,8282,"-29,9822","-51,1158"
10/03/2020 01:58,137,JOÃO ALFREDO X REPÚBLICA,3211-2260,R DA REPUBLICA,677,"-30,0402","-51,2259"
10/03/2020 01:58,435,BOULEVARD STRIP CENTER,,AV ASSIS BRASIL,4320,"-30,0089","-51,1435"
10/03/2020 01:58,92,MARILAND X 24 DE OUTUBRO,3342-4398,AV MARILAND,815,"-30,0221","-51,1939"
10/03/2020 01:58,342,DONA FIRMINA X BENTO GONÇALVES,,RUA DONA FIRMINA,11,"-30,0619","-51,1712"
